sent_id,entity1,entity2,sent,processed_sent,label
TRAIN_SENT_ID_285277,广德公主,于琮,唯 于琮 相国 所尚 广德公主 ， 则 贤 和 不同 ， 乃懿 皇亲 妹 。,唯 人物二 相国 所尚 人物一  贤 不同  乃懿 皇亲 妹,1
TRAIN_SENT_ID_271090,彭丽媛,习近平,习近平 和 彭丽媛 前往 甘地 墓 敬献 花圈,人物二 人物一 前往 甘地 墓 敬献 花圈,1
TRAIN_SENT_ID_260414,穆桂英,杨宗保,谁知 穆桂英 不 听 则 罢 ， 听后 勃然大怒 ： “ 来 人 ， 把 杨宗保 给 我 推下去 ， 重打 八十 军棍 ！ ”,人物一 听 罢  听后 勃然大怒    人物二 推下去  重打 八十 军棍,1
TRAIN_SENT_ID_282350,滕华涛,滕文骥,（ 监制 ： 滕华涛 导演 ： 滕文骥 主演 ： 王雷 、 车晓 ）,监制  人物一 导演  人物二 主演  王雷  车晓,-1
TRAIN_SENT_ID_282030,施绩,朱然,陈寿 ： “ 朱治 、 吕范以 旧臣 任用 ， 朱然 、 朱桓 以勇烈 着 闻 ， 吕据 、 朱异 、 施绩 咸有 将领 之才 ， 克绍 堂构 。,陈寿   朱治  吕范以 旧臣 任用  人物二  朱桓 以勇烈 闻  吕据  朱异  人物一 咸有 将领 之才  克绍 堂构,-1
TRAIN_SENT_ID_268089,樊梨花,薛丁山,樊洪之女 樊梨花 对 薛丁山 一见钟情 ， 不惜 和 家人 反目 ， 献关 投 薛 。,樊洪之女 人物一 人物二 一见钟情  不惜 家人 反目  献关 投 薛,1
TRAIN_SENT_ID_254199,邢夫人,贾赦,贾赦 垂涎 贾母 丫环 鸳鸯 ， 让 老婆 邢夫人 找 贾母 。,人物二 垂涎 贾母 丫环 鸳鸯  老婆 人物一 找 贾母,1
TRAIN_SENT_ID_272819,谢烨,顾城,为了 追求 他 的 自由王国 ， 顾城 和 谢烨 去 了 激流 岛 。,追求 自由王国  人物二 人物一 激流 岛,1
TRAIN_SENT_ID_268101,樊梨花,薛丁山,第三十回 樊梨花 移山倒海 三擒三放 薛丁山,第三十回 人物一 移山倒海 三擒三放 人物二,1
TRAIN_SENT_ID_255997,蒋介石,宋美龄,蒋介石 心细如发 ， 唯恐 经 国 婚礼 太过 张扬 引起 宋美龄 不悦 ， 故 私下 命 王世和 回乡 操办 杂务 ， 并 要 毛福梅 单独 主婚 ， 自己 则 隐身 幕后 。,人物一 心细如发  唯恐 国 婚礼 太过 张扬 引起 人物二 不悦  私下 命 王世和 回乡 操办 杂务  毛福梅 单独 主婚  隐身 幕后,1
TRAIN_SENT_ID_253759,申雪,赵宏博,《 2010 冰上 雅姿 － 申雪 赵宏博 冰上 婚典 》,冰上 雅姿  人物一 人物二 冰上 婚典,1
TRAIN_SENT_ID_262897,熊美玲,林秋离,No.67 我俩 没有 明天 林秋离 熊美玲,我俩 没有 明天 人物二 人物一,1
TRAIN_SENT_ID_283449,张伯驹,潘素,张伯驹 、 潘素 故居 纪念馆 开馆,人物一  人物二 故居 纪念馆 开馆,1
TRAIN_SENT_ID_285650,秦开美,张贤华,家里 的 经济 支柱 是 开 货车 跑 运输 的 张贤华 ， 一次 能 挣 2000 元 ， 秦开美 的 收入 根本无法 支撑 家庭 。,家里 经济 支柱 开 货车 跑 运输 人物二  一次 挣  元  人物一 收入 根本无法 支撑 家庭,1
TRAIN_SENT_ID_262763,熊美玲,林秋离,No.173 照不进 我 的 心 林秋离 熊美玲,照不进 心 人物二 人物一,1
TRAIN_SENT_ID_282761,申爱罗,车仁表,此剧 成 了 车仁表 和 申爱罗 的 定情 之作 。,此剧 成 人物二 人物一 定情 之作,1
TRAIN_SENT_ID_273709,范文芳,李铭顺,主演 ： 李铭顺 、 范文芳 、 吴家丽 、 连凯 、 温峥嵘 、 郑安伦 、 刘威 、 王惠 春 、 葛蕾,主演  人物二  人物一  吴家丽  连凯  温峥嵘  郑安伦  刘威  王惠 春  葛蕾,1
TRAIN_SENT_ID_276836,唐姬,刘发,唐姬 子 : 刘发,人物一 子  人物二,-1
TRAIN_SENT_ID_257340,贾珍,尤氏,92 回 （ 山雨 近 阊 阖 笼霭 晦 风云 喧 末世 漫 尘烟 ） 抄家 之后 ， 贾珍 、 尤氏 被 圣上 愤怒 处死 。,回  山雨 近 阊 阖 笼霭 晦 风云 喧 末世 漫 尘烟  抄家 之后  人物一  人物二 圣上 愤怒 处死,1
TRAIN_SENT_ID_278142,赵姨娘,贾政,贾政 与 赵姨娘,人物二 人物一,1
TRAIN_SENT_ID_265072,李铭顺,范文芳,李铭顺 、 范文芳 主演 。,人物一  人物二 主演,1
TRAIN_SENT_ID_262966,熊美玲,林秋离,No.34 心头 上 的 针 林秋离 熊美玲 李碧华,心头 针 人物二 人物一 李碧华,1
TRAIN_SENT_ID_249919,张无忌,赵敏,39 、 赵敏 靠 在 张无忌 身上 ， 【 娇喘 细细 】 。,人物二 人物一 身上   娇喘 细细,1
TRAIN_SENT_ID_278359,周韵,姜文,人们 看到 的 是 姜文 和 周韵 和谐 相处 。,看到 人物二 人物一 和谐 相处,1
TRAIN_SENT_ID_263003,熊美玲,林秋离,No.64 我 那么 那么 想 你 林秋离 熊美玲 杨林,想 人物二 人物一 杨林,1
TRAIN_SENT_ID_267142,蒋肇聪,蒋介石,蒋肇聪 第三 子 ， 蒋介石 之 胞弟 。,人物一 第三 子  人物二 胞弟,-1
TRAIN_SENT_ID_278944,汪涵,杨乐乐,主持 ： 李湘 、 汪涵 、 杨乐乐 、 李响 、 夏颖,主持  李湘  人物一  人物二  李响  夏颖,1
TRAIN_SENT_ID_284364,唐筼,陈寅恪,陈寅恪 与 唐筼,人物二 人物一,1
TRAIN_SENT_ID_284162,公孙恭,公孙度,公孙度 ， 后继者 为 公孙康 、 公孙恭 及 公孙渊,人物二  后继者 公孙康  人物一 公孙渊,-1
TRAIN_SENT_ID_274020,白素,卫斯理,白素 为 人 十分 精明 ， 除有 一身 功夫 外 ， 处事 十分 冷静 ， 思维 清晰 敏捷 ， 做事 往往 比 卫斯理 棋高一着 。,人物一 十分 精明  除有 一身 功夫 外  处事 十分 冷静  思维 清晰 敏捷  做事 往往 人物二 棋高一着,1
TRAIN_SENT_ID_262637,况天佑,马小玲,况国华 出手 打伤 莱利 ， 同时 也 被 不知情 的 马小玲 等 人 认为 是 况天佑 。,况国华 出手 打伤 莱利  不知情 人物二 认为 人物一,1
TRAIN_SENT_ID_267251,陆毅,鲍蕾,陆毅 和 鲍蕾,人物一 人物二,1
TRAIN_SENT_ID_268170,樊梨花,薛丁山,番 将 杨凡 攻唐 ， 程咬金 令 薛丁山 去 请 樊梨花 ， 丁山 洞房 之气 未平 ， 碍于 军令 ， 悄至 寒江 ， 因未带 军令 而 遭守关 军士 抢白 ， 折回 唐营 。,番 杨凡 攻唐  程咬金 令 人物二 请 人物一  丁山 洞房 之气 未平  碍于 军令  悄至 寒江  因未带 军令 遭守关 军士 抢白  折回 唐营,1
TRAIN_SENT_ID_258949,王熙凤,贾琏,第二十回 王熙凤 正言弹 妒意 林黛玉 俏语 谑 娇音 第三辑 目录 : 第二十一回 贤袭 人 娇嗔 箴 宝玉 俏 平儿 软语 救 贾琏,第二十回 人物一 正言弹 妒意 林黛玉 俏语 谑 娇音 第三辑 目录  第二十一回 贤袭 娇嗔 箴 宝玉 俏 平儿 软语 救 人物二,1
TRAIN_SENT_ID_286474,华华凤,段玉,华华凤 把 一支 桨 递给 段玉 。,人物一 一支 桨 递给 人物二,1
TRAIN_SENT_ID_260661,李莎,李立三,李立三 故居 开放 ， 李莎 第一次 回 婆家,人物二 故居 开放  人物一 第一次 回 婆家,1
TRAIN_SENT_ID_279441,琴清,项少龙,琴清 - 外号 寡妇 清 ， 与 项少龙 同为 秦 嬴政 的 太傅 ， 超然 脱俗 ， 严谨 守礼 。,人物一  外号 寡妇 清  人物二 同为 秦 嬴政 太傅  超然 脱俗  严谨 守礼,1
TRAIN_SENT_ID_258356,张兆和,沈从文,沈从文 致 张兆和 / 86,人物二 人物一,1
TRAIN_SENT_ID_253676,沈浪,朱七七,本性 善良 、 脾气 刁钻 的 朱七七 为 能 报复 沈浪 ， 决计 先 让 沈 喜欢 上 自己 后 再 慢慢 收拾 他 。,本性 善良  脾气 刁钻 人物二 报复 人物一  决计 先 沈 喜欢 慢慢 收拾,1
TRAIN_SENT_ID_262806,熊美玲,林秋离,No.11 小花猫 的 等待 林秋离 熊美玲,小花猫 等待 人物二 人物一,1
TRAIN_SENT_ID_271312,何泽慧,钱三强,钱三强 与 何泽慧 · 原子 世界 的 科学 伴侣,人物二 人物一  原子 世界 科学 伴侣,1
TRAIN_SENT_ID_269055,刘德华,朱丽倩,明星 : 刘德华 和 朱丽倩 ：,明星  人物一 人物二,1
TRAIN_SENT_ID_270670,赵宏博,申雪,《 康 比特 纯 乳清 蛋白 （ 申雪 赵宏博 代言 ） 》,康 比特 纯 乳清 蛋白  人物二 人物一 代言,1
TRAIN_SENT_ID_272866,杨威,杨云,杨威 杨云 ， 你们好 ！,人物一 人物二  你们好,1
TRAIN_SENT_ID_259559,冯小刚,徐帆,主演 ： 冯小刚 、 胡晓 培 、 徐帆,主演  人物一  胡晓 培  人物二,1
TRAIN_SENT_ID_259591,冯小刚,徐帆,她 曾 两度 获邀 参加 金鸡 百花 电影节 ， 与 成龙 、 冯小刚 、 徐帆 、 姚晨 、 邓超 等 大牌 明星 亲密 接触 。,两度 获邀 参加 金鸡 百花 电影节  成龙  人物一  人物二  姚晨  邓超 大牌 明星 亲密 接触,1
TRAIN_SENT_ID_262974,熊美玲,林秋离,No.92 依赖 林秋离 熊美玲 高胜美,依赖 人物二 人物一 高胜美,1
TRAIN_SENT_ID_270920,贾午,韩寿,晋 贾充 女 贾午 与 韩寿 私通 ， 并 把 皇帝 赐 其父 之外 域 异香 赠寿 。,晋 贾充 女 人物一 人物二 私通  皇帝 赐 其父 之外 域 异香 赠寿,1
TRAIN_SENT_ID_277186,张茜,张卫健,张卫健 、 舒淇 、 郑伊健 、 林心如 、 谭耀文 、 张茜 、 吴孟达 、 朱茵 、 陈法蓉,人物二  舒淇  郑伊健  林心如  谭耀文  人物一  吴孟达  朱茵  陈法蓉,1
TRAIN_SENT_ID_262859,熊美玲,林秋离,No.108 风港 林秋离 熊美玲 裘海正,风港 人物二 人物一 裘海正,1
TRAIN_SENT_ID_264360,贾环,赵姨娘,贾环 曾 为 她 从芳 官处 讨些 蔷薇 硝来 ， 彩云 打开 一看 才 知是 茉莉 粉 ， 赵姨娘 非要 找芳 官算 帐 ， 彩云 死 劝 不住 ， 只得 躲入 房内 。,人物一 从芳 官处 讨些 蔷薇 硝来  彩云 打开 一看 知是 茉莉 粉  人物二 非要 找芳 官算 帐  彩云 死 劝 不住  只得 躲入 房内,-1
TRAIN_SENT_ID_279641,窦仙童,薛丁山,窦仙童 对 随后 出战 的 薛丁山 ， 一见钟情 。,人物一 出战 人物二  一见钟情,1
TRAIN_SENT_ID_279357,陈衡哲,任鸿隽,任鸿隽 、 朱经农 、 曹诚英 、 胡适 、 陶行知 、 马君武 、 Ellery 、 陈衡哲 等 一行 ， 应 徐志摩 观潮 之约 ， 相聚 海宁 。,人物二  朱经农  曹诚英  胡适  陶行知  马君武    人物一 一行  应 徐志摩 观潮 之约  相聚 海宁,1
TRAIN_SENT_ID_250175,秦始皇,胡亥,秦始皇 于是 命宫 人 剪出 人 的 形状 ， 不停 的 表演 ， 胡亥 不 哭 了 ， 影戏 也 由此 开始 流传 至 民间 。,人物一 命宫 剪出 形状  不停 表演  人物二 哭  影戏 流传 民间,-1
TRAIN_SENT_ID_260558,严嵩,严世蕃,贪必 好 淫 ， 淫必生 贪 ， 这话 用 在 严嵩 身上 未必 准确 ， 但用 在 严世蕃 的 身上 却 很 合适 。,贪必 淫  淫必生 贪  这话 人物一 身上 未必 准确  但用 人物二 身上 合适,-1
TRAIN_SENT_ID_281671,蒋韵,李锐,父母 ： 李锐 / 蒋韵,父母  人物二  人物一,1
TRAIN_SENT_ID_284677,洪安通,苏荃,他 从来 没有 强迫 阳夫人 嫁 他 ， 与 神龙 教主 洪安通 强迫 苏荃 下嫁 ， 完全 相反 。,从来 没有 强迫 阳夫人 嫁  神龙 教主 人物一 强迫 人物二 下嫁  完全 相反,1
TRAIN_SENT_ID_263691,陈文琦,王雪红,从左到右 ： 威盛 集团 总经理 陈文琦 、 HTC 集团 董事长 王雪红 、 贵州 省委书记 赵克志 、 贵州省 政协主席 王富玉 。,从左到右  威盛 集团 总经理 人物一   集团 董事长 人物二  贵州 省委书记 赵克志  贵州省 政协主席 王富玉,1
TRAIN_SENT_ID_272576,贾蓉,秦可卿,金陵 十二钗 图册 判词 秦可卿 : 金陵 十二钗 之一 ， 贾蓉 之妻 。,金陵 十二钗 图册 判词 人物二  金陵 十二钗  人物一 之妻,1
TRAIN_SENT_ID_273356,秦香莲,陈世美,陈世美 不认 秦香莲 — — 喜新厌旧,人物二 不认 人物一   喜新厌旧,1
TRAIN_SENT_ID_262575,扶苏,秦始皇,《 扶苏 自杀 》 导读 : 秦始皇 死后 ， 秦二世 胡亥 伙同 赵高 ， 李斯 密谋 夺权 。,人物一 自杀  导读  人物二 死后  秦二世 胡亥 伙同 赵高  李斯 密谋 夺权,-1
TRAIN_SENT_ID_265045,李铭顺,范文芳,《 神雕侠侣 》 是 新加坡 新 传媒 制作 私人 有限公司 出品 的 新加坡 和 马来西亚 合拍 剧 ， 由 马玉辉 、 张 龙敏 执导 ， 李铭顺 和 范文芳 主演 。,神雕侠侣  新加坡 新 传媒 制作 私人 有限公司 出品 新加坡 马来西亚 合拍 剧  马玉辉  张 龙敏 执导  人物一 人物二 主演,1
TRAIN_SENT_ID_271387,罗成,罗通,大女 ： 邓天 英大 女婿 ： 罗远 超 外孙 ： 罗成 外 孙媳妇 ： 王春秀 从孙 ： 罗利 华 、 罗通 。,大女  邓天 英大 女婿  罗远 超 外孙  人物一 外 孙媳妇  王春秀 从孙  罗利 华  人物二,-1
TRAIN_SENT_ID_254053,朱芳雨,胡美,原来 朱芳雨 和 胡美 是 老乡 ， 都 来自 广西 。,原来 人物一 人物二 老乡  广西,1
TRAIN_SENT_ID_267911,杨宗保,杨延昭,"杨家将 传奇 下载 是 以 杨家 三代人 : 杨业 , 杨延昭 , 杨宗保 三代人 为线 展开 的 。",杨家将 传奇 下载 杨家 三代人  杨业  人物二  人物一 三代人 为线 展开,-1
TRAIN_SENT_ID_283869,于海宁,范会香,虽然 范会香 已经 是 癌症 晚期 ， 但 于海宁 却 下定决心 ： 这辈子 一定 要 娶 她 为 妻 ！,人物二 已经 癌症 晚期  人物一 下定决心  这辈子 一定 娶 妻,1
TRAIN_SENT_ID_252280,文姜,鲁桓公,此次 文姜 和 鲁桓公 来到 齐国 ， 齐襄公 再度 与 她 私通 。,人物一 人物二 来到 齐国  齐襄公 再度 私通,1
TRAIN_SENT_ID_256359,孙尚香,刘备,辅助 ： 郭嘉 、 刘备 、 华佗 、 甘宁 、 孙尚香,辅助  郭嘉  人物二  华佗  甘宁  人物一,1
TRAIN_SENT_ID_283333,施妙妙,谷缜,7 ． 增加 谷缜 与 施妙妙 流亡 荒岛 的 剧情 。,． 增加 人物二 人物一 流亡 荒岛 剧情,1
TRAIN_SENT_ID_251088,尤三姐,柳湘莲,柳湘莲 许婚 又 反悔 ， 他 曾经 向宝玉 打听 尤三姐 的 情况 。,人物二 许婚 反悔  曾经 向宝玉 打听 人物一 情况,1
TRAIN_SENT_ID_286449,法斯特八世,艾丽莎,法斯特八世 能力 设定 : 持有 灵 ： 艾莉莎 【 作为 媒介 的 骸骨 头部 上方 的 洞 是 弹孔 ， 艾丽莎 死 于 枪击 】,人物一 能力 设定  持有 灵  艾莉莎  媒介 骸骨 头部 上方 洞 弹孔  人物二 死 枪击,1
TRAIN_SENT_ID_271423,杨云,杨威,杨威 的 出现 不仅 让 杨云 感动 万分 。,人物二 出现 人物一 感动 万分,1
TRAIN_SENT_ID_278426,苗若兰,苗人凤,后 被 苗人凤 和 苗若兰 救起 ， 得苗人 风为 他 打通 血脉 。,人物二 人物一 救起  得苗人 风为 打通 血脉,-1
TRAIN_SENT_ID_284085,李辙,王璐瑶,李辙 真诚地 看着 王璐瑶 ， 请 你 相信 我 ， 我 真的 是 个 好人 ！,人物一 真诚地 看着 人物二  请 相信  真的 好人,1
TRAIN_SENT_ID_252221,秦嘉,徐淑,《 答 秦嘉 诗 》 是 东汉 诗人 徐淑 写 的 一首 骚体 诗 。,答 人物一 诗  东汉 诗人 人物二 写 一首 骚体 诗,1
TRAIN_SENT_ID_268784,张翠山,张无忌,殷素素 、 张翠山 后来 更 结成 夫妇 ， 并 在 岛上 诞下 一子名 张无忌 。,殷素素  人物一 后来 更 结成 夫妇  岛上 诞下 一子名 人物二,-1
TRAIN_SENT_ID_262023,李纨,贾兰,089 、 梦 功名 贾兰 拾 青紫 博花 诰 李纨 负 虚名,梦 功名 人物二 拾 青紫 博花 诰 人物一 负 虚名,-1
TRAIN_SENT_ID_279203,安琪,齐远,齐飞 却 阴擦阳错 的 让 叶凡 、 海华 、 梦华 三朵 花 相认 ， 远 在 法国 的 齐远 安琪 利用 视频 目睹 这一 感人 的 重逢 。,齐飞 阴擦阳错 叶凡  海华  梦华 三朵 花 相认  远 法国 人物二 人物一 利用 视频 目睹 这一 感人 重逢,1
TRAIN_SENT_ID_269227,陆雪琪,张小凡,"张小凡 的 苦涩 无奈 , 陆雪琪 的 痴痴 等待 , 还有 ...",人物二 苦涩 无奈  人物一 痴痴 等待,1
TRAIN_SENT_ID_268092,樊梨花,薛丁山,杨丽花 终极 大战 - 薛丁山 与 樊梨花 职员表 : 荣誉 顾问 ： 洪文 栋,杨丽花 终极 大战  人物二 人物一 职员表  荣誉 顾问  洪文 栋,1
TRAIN_SENT_ID_251186,廖仲恺,何香凝,何香凝 与 廖仲恺 合墓 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 276,人物二 人物一 合墓,1
TRAIN_SENT_ID_269260,陆雪琪,张小凡,陆雪琪 张小凡 曲 ： 千草仙,人物一 人物二 曲  千草仙,1
TRAIN_SENT_ID_252242,秦嘉,徐淑,通渭县 秦嘉 徐淑 公园 景观规划 设计 及 施工 建设,通渭县 人物一 人物二 公园 景观规划 设计 施工 建设,1
TRAIN_SENT_ID_265119,杜晓苏,雷宇峥,第二部 【 海上 繁花 】 [ 主角 ： 杜晓苏 雷宇峥 邵振嵘 ],第二部  海上 繁花   主角  人物一 人物二 邵振嵘,1
TRAIN_SENT_ID_278087,徐克,施南生,【 策划 】 ： 徐克 施南生,策划   人物一 人物二,1
TRAIN_SENT_ID_284636,齐威,齐宣,没想到 ， 命运 又 偏偏 把 两人 撮 和 在 一起 ， 齐威 一声令下 ， 要 无艳进 齐家 ， 帮助 齐宣 保住 齐氏 集团 总经理 的 位置 。,没想到  命运 偏偏 两人 撮 一起  人物一 一声令下  无艳进 齐家  帮助 人物二 保住 齐氏 集团 总经理 位置,-1
TRAIN_SENT_ID_277704,李启铭,李刚,李启铭 ： 我爸 是 李刚,人物一  我爸 人物二,-1
TRAIN_SENT_ID_278174,赵姨娘,贾政,三 、 笑话 玄机 ： 赵姨娘 、 贾环 夺 嫡 是 贾政 的 家庭 事业,三  笑话 玄机  人物一  贾环 夺 嫡 人物二 家庭 事业,1
TRAIN_SENT_ID_273476,凌操,凌统,1 ． 避免 凌操 、 凌统 败退,． 避免 人物一  人物二 败退,-1
TRAIN_SENT_ID_268154,樊梨花,薛丁山,其中 的 薛丁山 三请 樊梨花 最为 脍炙人口 ， 被 戏曲 、 曲艺 等 艺术 形式 广为 传唱 流传 不衰 。,人物二 三请 人物一 最为 脍炙人口  戏曲  曲艺 艺术 形式 广为 传唱 流传 不衰,1
TRAIN_SENT_ID_263128,毛福梅,蒋介石,毛福梅 成为 蒋介石 的 下堂 妻 以后 ， 王世和 不免 有 同情 弱者 心态 ， 对 毛氏 格外 带 着 几分 怜悯 与 报恩 之念 。,人物一 成为 人物二 下堂 妻 以后  王世和 不免 同情 弱者 心态  毛氏 格外 带 几分 怜悯 报恩 之念,1
TRAIN_SENT_ID_261500,关兴,关羽,关彝 演义 概况 : 关彝 ， 乃 关羽 之孙 ， 关兴 之 庶子 。,关彝 演义 概况  关彝  人物二 之孙  人物一 庶子,-1
TRAIN_SENT_ID_264988,刘星,刘梅,东海 和 刘梅 经过 一番 侦查 ， 终于 怀疑 到 是 刘星 和 小雨 在 铁蛋 的 背后 捣鬼 。,东海 人物二 一番 侦查  终于 怀疑 人物一 小雨 铁蛋 背后 捣鬼,-1
TRAIN_SENT_ID_279282,傅洁娴,欧阳震华,傅洁娴 求婚 : 欧阳震华 给 了 老婆 足够 尊严 ， 直到现在 ， 老婆 都 视 他 为 偶像 。,人物一 求婚  人物二 老婆 足够 尊严  直到现在  老婆 视 偶像,1
TRAIN_SENT_ID_265932,杨绛,钱钟书,杨绛 专管 菜园 ， 菜园 距离 钱钟书 的 宿舍 不过 十多分钟 的 路 。,人物一 专管 菜园  菜园 距离 人物二 宿舍 十多分钟 路,1
TRAIN_SENT_ID_278552,包惜弱,杨康,包惜弱 、 杨康 的 无情 ， 曾 深深 毁 了 完颜 满烈 对 亲情 的 渴望 与 幻想 。,人物一  人物二 无情  深深 毁 完颜 满烈 亲情 渴望 幻想,-1
TRAIN_SENT_ID_287093,吕远洋,古力,那 是 古力 和 吕远洋 第一次 同时 出现 在 公众 面前 ， 也 是 目前 唯一 的 一次 。,人物二 人物一 第一次 出现 公众 面前  目前 唯一 一次,1
TRAIN_SENT_ID_257411,袁克文,袁世凯,袁克文 到 苏州 置办 “ 行头 ” ， 结识 了 会 唱 皮黄 的 雏妓 薛瑶 琴 ， 有心 娶 她 ， 却 被 其父 袁世凯 夺 了 去 ， 纳为 十三姨 太 。,人物一 苏州 置办  行头   结识 会 唱 皮黄 雏妓 薛瑶 琴  有心 娶  其父 人物二 夺  纳为 十三姨 太,-1
TRAIN_SENT_ID_282564,寇乃馨,黄国伦,知名 艺人 与 主持人 黄国伦 ， 寇乃馨,知名 艺人 主持人 人物二  人物一,1
TRAIN_SENT_ID_283529,郑樱桃,石虎,郑樱桃 后赵 太祖 石虎 皇后,人物一 后赵 太祖 人物二 皇后,1
TRAIN_SENT_ID_271360,何泽慧,钱三强,何泽慧 发现 钱三强 每逢 入席 退席 ， 总是 彬彬有礼 ， 颇具 风度 。,人物一 发现 人物二 每逢 入席 退席  总是 彬彬有礼  颇具 风度,1
TRAIN_SENT_ID_282214,曾湉,王凯,提到 王凯 ， 曾湉 的 “ 热词 ” 居然 还是 “ 敬业 ” 。,提到 人物二  人物一  热词  居然  敬业,1
TRAIN_SENT_ID_284855,程瑶迦,陆冠英,第二十九章 陆冠英 程瑶迦 藏 宝剑,第二十九章 人物二 人物一 藏 宝剑,1
TRAIN_SENT_ID_284086,李辙,王璐瑶,一次 偶然 的 机会 ， 王璐瑶 邂逅 了 李辙 ， 婚后 她 渐渐 淡出 影坛 ， 相夫教子 。,一次 偶然 机会  人物二 邂逅 人物一  婚后 渐渐 淡出 影坛  相夫教子,1
TRAIN_SENT_ID_272089,张翠山,殷素素,【 如果 其中 有 什么 阴谋 的话 ， 那 请问 张翠山 为什么 也 选择 殷素素 呢 ？,阴谋  请问 人物一 选择 人物二,1
TRAIN_SENT_ID_275102,朱七七,沈浪,朱七七 幽幽 叹 道 ： “ 最 了解 白飞飞 的 ， 毕竟 还是 沈浪 。 ”,人物一 幽幽 叹 道   了解 白飞飞  毕竟 人物二,1
TRAIN_SENT_ID_265166,尤二姐,贾琏,贾琏 尤二姐,人物二 人物一,1
TRAIN_SENT_ID_263457,梅葆玖,梅兰芳,024 北京京剧院 梅兰芳 京剧团 团长 — — 梅葆玖,北京京剧院 人物二 京剧团 团长   人物一,-1
TRAIN_SENT_ID_268563,潘金莲,武大郎,古代 的 情节 依旧 是 潘金莲 、 武大郎 、 武松 和 西门庆 的 四角 关系 。,古代 情节 依旧 人物一  人物二  武松 西门庆 四角 关系,1
TRAIN_SENT_ID_262856,熊美玲,林秋离,No.182 敲痛 我 的 心 林秋离 熊美玲 郑怡,敲痛 心 人物二 人物一 郑怡,1
TRAIN_SENT_ID_267733,马小玲,况天涯,紫 ： 马家 的 血 加上 僵尸 血 将 变成 特殊 的 紫眼 僵尸 “ 况天涯 ” “ 马小玲 ” “ 汤金 宝 ” 。,紫  马家 血 加上 僵尸 血 变成 特殊 紫眼 僵尸  人物二   人物一   汤金 宝,-1
TRAIN_SENT_ID_273839,范柳原,白流苏,在 徐 太太 的 热心 安排 下 ， 范柳原 和 白家 七 小姐 宝络 相亲 ， 却 对 陪客 的 白流苏 留下 深刻印象 。,徐 太太 热心 安排  人物一 白家 七 小姐 宝络 相亲  陪客 人物二 留下 深刻印象,1
TRAIN_SENT_ID_275434,董祀,蔡文姬,蔡文姬 、 曹操 、 董祀 等,人物二  曹操  人物一,1
TRAIN_SENT_ID_264093,刘备,孙尚香,照影桥 名称 由 来 : 刘备 西征 入川 ， 孙尚香 被 骗回 东吴 ， 想 与 夫君 团聚 而 不可 得 。,照影桥 名称  人物一 西征 入川  人物二 骗回 东吴  想 夫君 团聚 不可,1
TRAIN_SENT_ID_264127,刘备,孙尚香,蛟矶 庙 历史渊源 : 蛟矶 庙 由 来 : 蛟矶 庙 内 孙夫人 画像 汉昭烈 帝 刘备 与 东吴 联姻 ， 娶 吴帝 孙权 之妹 孙尚香 为妻 ， 相与 入 蜀 。,蛟矶 庙 历史渊源  蛟矶 庙  蛟矶 庙 孙夫人 画像 汉昭烈 帝 人物一 东吴 联姻  娶 吴帝 孙权 之妹 人物二 为妻  相与 入 蜀,1
TRAIN_SENT_ID_283507,蒲忠杰,张月娥,蒲忠杰 、 张月娥,人物一  人物二,1
TRAIN_SENT_ID_255853,蒋介石,宋美龄,他 撰写 的 《 蒋介石 在 故乡 》 、 《 我 所 知道 的 宋美龄 》 、 《 回忆 俞国华 》 等 文章 ， 为 海内外 多家 报纸 所 刊登 ， 有 的 还 为 台湾 杂志 所 转载 。,撰写  人物一 故乡    知道 人物二    回忆 俞国华  文章  海内外 多家 报纸 刊登  台湾 杂志 转载,1
TRAIN_SENT_ID_265700,贾环,贾政,三 、 黛玉 将来 会 被 贾政 指婚 给 贾环,三  黛玉 将来 会 人物二 指婚 人物一,-1
TRAIN_SENT_ID_281622,黄峨,杨慎,用 镜头 巧妙 表现 桂湖 的 美景 ， 黄峨 与 杨慎 的 才情 。,镜头 巧妙 表现 桂湖 美景  人物一 人物二 才情,1
TRAIN_SENT_ID_268799,张翠山,张无忌,武当山 紫霄殿 上演 张翠山 夫妇 自刎 剧情 ， 张无忌 在 大殿 内因 寒毒 发作 晕厥 。,武当山 紫霄殿 上演 人物一 夫妇 自刎 剧情  人物二 大殿 内因 寒毒 发作 晕厥,-1
TRAIN_SENT_ID_274608,薛丁山,薛仁贵,成名 后 还 自编 《 罗通 扫北 》 、 《 薛仁贵 征东 》 、 《 薛丁山 征西 》 、 《 薛刚 闹 花灯 》 等 演出 。,成名 自编  罗通 扫北    人物二 征东    人物一 征西    薛刚 闹 花灯  演出,-1
TRAIN_SENT_ID_269184,陆雪琪,张小凡,陆雪琪 复出 ， 张小凡 何去何从 ？,人物一 复出  人物二 何去何从,1
TRAIN_SENT_ID_276184,苏蕙,窦滔,⑹ 窦家妻 ： 指 窦滔 之妻 苏蕙 。,⑹ 窦家妻  指 人物二 之妻 人物一,1
TRAIN_SENT_ID_284569,李昞,李虎,隆尧县 境内 有 李熙 、 李天赐 、 李虎 、 李昞 的 茔 墓 和 光业 寺 碑 。,隆尧县 境内 李熙  李天赐  人物二  人物一 茔 墓 光业 寺 碑,-1
