sent_id,entity1,entity2,sent,processed_sent,label,sent_id.1
TRAIN_SENT_ID_275186,张起灵,白玛,张起灵 并 没有 从 白玛 的 口中 得到 任何 的 信息 。,人物一 没有 人物二 口中 得到 信息,-1,
TRAIN_SENT_ID_250175,秦始皇,胡亥,秦始皇 于是 命宫 人 剪出 人 的 形状 ， 不停 的 表演 ， 胡亥 不 哭 了 ， 影戏 也 由此 开始 流传 至 民间 。,人物一 命宫 剪出 形状  不停 表演  人物二 哭  影戏 流传 民间,-1,
TRAIN_SENT_ID_264611,纪晓芙,杨不悔,倚 ： 小昭 杨不悔 周芷若 殷素素 辉月使 朱九真 殷离 纪晓芙 赵敏 黛绮丝 ( 杨湘 绮 ),倚  小昭 人物二 周芷若 殷素素 辉月使 朱九真 殷离 人物一 赵敏 黛绮丝  杨湘 绮,-1,
TRAIN_SENT_ID_270855,姜承,欧阳倩,萧 长风 不满 ， 毕竟 这种 事 可以 让 下 人 做 ， 但 欧阳倩 想 赶路 ， 萧 长风 便 急 着想 说 姜承 为 人时 ， 却 惹 得 欧阳倩 厉声 制止 。,萧 长风 不满  毕竟 这种 事 做  人物二 想 赶路  萧 长风 便 急 着想 说 人物一 人时  惹 人物二 厉声 制止,1,
TRAIN_SENT_ID_249889,张无忌,赵敏,倚天 之 绝不 放手 内容简介 : 我 一直 认为 赵敏 和 张无忌 在 一起 太 浪费 了 。,倚天 绝不 放手 内容简介  一直 认为 人物二 人物一 一起 太 浪费,1,
TRAIN_SENT_ID_249893,张无忌,赵敏,主角 站 在 赵敏 身旁 ， 看着 不远处 的 张无忌 ， 嚣张 的 喊 着,主角 站 人物二 身旁  看着 不远处 人物一  嚣张 喊,1,
TRAIN_SENT_ID_258427,张兆和,沈从文,沈从文 — 张兆和 【 萑 苇易 折 ， 磐石 难动 】,人物二  人物一  萑 苇易 折  磐石 难动,1,
TRAIN_SENT_ID_260889,贾珍,贾蓉,贾珍 还眼 向着 他 ， 那 小厮 便 问 贾蓉 道 ： ” 爷 还 不怕 热 ， 哥儿 怎么 先 乘凉 去 了 ？,人物一 还眼  小厮 便 问 人物二 道   爷 热  哥儿 先 乘凉,-1,
TRAIN_SENT_ID_264035,刘备,孙尚香,吴 王宫 后花园 ， 左边 是 当年 刘备 、 孙尚香 练剑习 武 的 水榭 ， 后宫 底层 是 孙权 的 议事厅 、 书房 及 膳房 。,吴 王宫 后花园  左边 当年 人物一  人物二 练剑习 武 水榭  后宫 底层 孙权 议事厅  书房 膳房,1,
TRAIN_SENT_ID_270532,关平,关羽,西殿 祀 关羽 ， 附祀 关平 、 周苍 。,西殿 祀 人物二  附祀 人物一  周苍,-1,
TRAIN_SENT_ID_252187,秦嘉,徐淑,方知 徐淑 之果 胜 秦嘉 也 。,方知 人物二 之果 胜 人物一,1,
TRAIN_SENT_ID_267798,梁从诫,林徽因,林徽因 怀抱 梁从诫 我 说 你 是 人间 的 四月 天 ；,人物二 怀抱 人物一 说 人间 四月 天,-1,
TRAIN_SENT_ID_258913,王熙凤,贾琏,贾琏 王熙凤 那 文笔 与 《 金瓶梅 》 很 不 一样 ， 《 金瓶梅 》 写性 直截了当 ， 《 红楼梦 》 既 含蓄 又 传神 。,人物二 人物一 文笔  金瓶梅    金瓶梅  写性 直截了当   红楼梦  含蓄 传神,1,
TRAIN_SENT_ID_283118,李英宰,韩智恩,通过 出演 智恩所 撰写 的 剧本 ， 英宰 韩智恩 李英宰 ( 2 张 ),出演 智恩所 撰写 剧本  英宰 人物二 人物一   张,1,
TRAIN_SENT_ID_265297,贾琏,贾赦,’ ” 《 红楼梦 》 第六 九回 ： “ 素昔见 贾赦 姬妾 丫鬟 最 多 ， 贾琏 每怀 不轨 之心 ， 只 未敢 下手 。 ”,红楼梦  第六 九回   素昔见 人物二 姬妾 丫鬟  人物一 每怀 不轨 之心  未敢 下手,-1,
TRAIN_SENT_ID_268107,樊梨花,薛丁山,杨丽花 终极 大战 - 薛丁山 与 樊梨花 演员表 :,杨丽花 终极 大战  人物二 人物一 演员表,1,
TRAIN_SENT_ID_256027,蒋介石,宋美龄,宋美龄 害怕 蒋介石 被 张学良 、 杨虎城 杀掉 ， 一再 央求 何 答应 张 、 杨 部分 要求 和平解决 ， 可是 何 态度 坚决 。,人物二 害怕 人物一 张学良  杨虎城 杀掉  一再 央求 答应 张  杨 部分 要求 和平解决  态度 坚决,1,
TRAIN_SENT_ID_282385,骆冰,文泰来,第一次 见 文泰来 和 骆冰 是 在 客栈 里 。,第一次 见 人物二 人物一 客栈 里,1,
TRAIN_SENT_ID_272280,金正恩,金正日,在 这次 会议 上 ， 被 认为 是 金正日 接班人 的 金正恩 当选 为 劳动党 中央军委 副委员长 。,会议  认为 人物二 接班人 人物一 当选 劳动党 中央军委 副委员长,-1,
TRAIN_SENT_ID_284088,陆尔杰,王雪琴,陆尔杰 （ 实为 王雪琴 与 魏光雄 的 私生子 ）,人物一  实为 人物二 魏光雄 私生子,-1,
TRAIN_SENT_ID_264154,刘备,孙尚香,刘备 与 孙尚香 的 政治 联姻,人物一 人物二 政治 联姻,1,
TRAIN_SENT_ID_268241,王小利,李琳,2011 小品 《 同桌 的 你 》 （ 赵本山 、 王小利 、 小 沈阳 、 李琳 ）,小品  同桌   赵本山  人物一  沈阳  人物二,1,
TRAIN_SENT_ID_269265,陆雪琪,张小凡,也 愿意 成全 两个 徒弟 （ 文敏 、 陆雪琪 ） 与 大竹 峰 （ 宋大仁 、 张小凡 ） 的 亲事 。,愿意 成全 两个 徒弟  文敏  人物一  大竹 峰  宋大仁  人物二  亲事,1,
TRAIN_SENT_ID_266253,钱学森,蒋英,钱学森 被 聘任 为 加州理工学院 的 终身 教授 ， 他 和 蒋英 享受 着 至 高 的 尊严 和 生活待遇 。,人物一 聘任 加州理工学院 终身 教授  人物二 享受 高 尊严 生活待遇,1,
TRAIN_SENT_ID_255778,蒋介石,宋美龄,有时 蒋介石 问拉铁 摩尔 某个 问题 ， 拉铁 摩尔 以 中文 作答 ， 然后 宋美龄 用 中文 补充 一些 她 想 增加 的 东西 。,人物一 问拉铁 摩尔 问题  拉铁 摩尔 中文 作答  人物二 中文 补充 想 增加 东西,1,
TRAIN_SENT_ID_260242,穆桂英,杨宗保,于是 ， 二人 一起 来到 穆柯寨 寻找 降龙木 ， 由此 促成 了 杨宗保 与 穆桂英 的 姻缘 。,二人 一起 来到 穆柯寨 寻找 降龙木  促成 人物二 人物一 姻缘,1,
TRAIN_SENT_ID_278313,刘星,胡一统,刘星 和 夏雨 看到 胡一统 给 捉弄 的 这么 狼狈 ， 决心 设法 教训 一下 淘淘 ， 于是 他们 化妆 成 外星 使者 ， 到 家里 批评 淘淘 。,人物一 夏雨 看到 人物二 捉弄 狼狈  决心 设法 教训 一下 淘淘  化妆 成 外星 使者  家里 批评 淘淘,-1,
TRAIN_SENT_ID_256018,蒋介石,宋美龄,谭祥 婚姻 : 1930 年 ， 谭延闿 患 脑溢血 病故 ， 生前 曾 嘱托 蒋介石 和 宋美龄 ， 为 其 物色 才识 卓越 、 前途远大 的 乘龙快婿 。,谭祥 婚姻   年  谭延闿 患 脑溢血 病故  生前 嘱托 人物一 人物二  物色 才识 卓越  前途远大 乘龙快婿,1,
TRAIN_SENT_ID_260466,严嵩,严世蕃,像 《 宇宙 锋 》 的 赵高 ， 《 捉放 曹 》 的 曹操 ， 《 打 严嵩 》 的 严嵩 ， 《 一捧雪 》 的 严世蕃 ， 都 画 白奸 脸 。,宇宙 锋  赵高   捉放 曹  曹操   人物一  人物一   一捧雪  人物二  画 白奸 脸,-1,
TRAIN_SENT_ID_283780,李静民,姜昆,姜昆 一走 ， 李静民 白天 上班 ， 晚上 带 孩子 ， 星期天 还要 料理 家务 ， 那 辛苦 是 可想而知 的 。,人物二 一走  人物一 白天 上班  晚上 带 孩子  星期天 料理 家务  辛苦 可想而知,1,
TRAIN_SENT_ID_265205,尤二姐,贾琏,心狠手毒 成语故事 : 贾琏 决定 偷偷 把 尤二姐 娶 回家 ， 安置 在 大观园 外面 。,心狠手毒 成语故事  人物二 决定 偷偷 人物一 娶 回家  安置 大观园 外面,1,
TRAIN_SENT_ID_251176,廖仲恺,何香凝,廖仲恺 何香凝 纪念馆 行政级别 现为 处级 ， 现有 事业 编制 6 名 。,人物一 人物二 纪念馆 行政级别 现为 处级  现有 事业 编制  名,1,
TRAIN_SENT_ID_257135,胡金铨,钟玲,胡金铨 于是 说 ： “ 我 明天 就要 到 纽约 州立大学 演讲 ， 你 跟 我 谈谈 钟玲 吧 。 ”,人物一 说   明天 纽约 州立大学 演讲  谈谈 人物二,1,
TRAIN_SENT_ID_285583,林枫,郭明秋,这年 夏季 经 组织 批准 ， 郭明秋 与 林枫 结成 革命 伴侣 。,这年 夏季 组织 批准  人物二 人物一 结成 革命 伴侣,1,
TRAIN_SENT_ID_274642,傅敏,傅雷,《 傅雷 译 希腊 的 雕塑 手稿 》 是 2006 年 浙江 古籍 出版社 出版 的 图书 ， 作者 是 傅敏 。,人物二 译 希腊 雕塑 手稿   年 浙江 古籍 出版社 出版 图书  作者 人物一,-1,
TRAIN_SENT_ID_284804,利奥波德二世,利奥波德一世,比利时 利奥波德二世 夫妇 1865 年 ， 利奥波德一世 病死 ， 小 利奥波德 继位 ， 时年 30 岁 ， 他 也 成为 比利时 第一位 本土 出生 的 国王 。,比利时 人物一 夫妇  年  人物二 病死  利奥波德 继位  时年  岁  成为 比利时 第一位 本土 出生 国王,-1,
TRAIN_SENT_ID_264137,刘备,孙尚香,诸葛亮 智谋 过 人 ， 将计就计 ， 派 赵云 护驾 ， 过江 大肆宣扬 刘备 迎娶 孙尚香 ， 江东 百姓 皆知 。,诸葛亮 智谋  将计就计  派 赵云 护驾  过江 大肆宣扬 人物一 迎娶 人物二  江东 百姓 皆知,1,
TRAIN_SENT_ID_283904,曾柔,韦小宝,曾 在 《 鹿鼎记 》 中 演 韦小宝 七太 “ 曾柔 ” ， 并且 一度 与 成龙 的 好 兄弟 、 谢霆锋 的 老板 杨受成 传出 绯闻 。,鹿鼎记  中 演 人物二 七太  人物一   一度 成龙 兄弟  谢霆锋 老板 杨受成 传出 绯闻,1,
TRAIN_SENT_ID_269759,任我行,任盈盈,随后 任我行 、 任盈盈 带 令狐冲 离开 。,人物一  人物二 带 令狐冲 离开,-1,
TRAIN_SENT_ID_250031,张无忌,赵敏,"从小 被 灌输 复仇 复仇 再 复仇 的 教育 , 既然 赵敏 与 张无忌 已死 , 就 由 他们 的 女儿 来 承受 复仇 之果 吧 !",从小 灌输 复仇 复仇 复仇 教育  人物二 人物一 已死  女儿 承受 复仇 之果,1,
TRAIN_SENT_ID_259136,刘备,刘禅,第四 编 汉昭烈 帝 刘备 《 遗诏 敕 刘禅 》,第四 编 汉昭烈 帝 人物一  遗诏 敕 人物二,-1,
TRAIN_SENT_ID_265381,戚夫人,刘如意,虐杀 戚夫人 和 刘如意 ， 表现 了 吕雉 的 暴虐 和 不仁 。,虐杀 人物一 人物二  表现 吕雉 暴虐 不仁,-1,
TRAIN_SENT_ID_277798,晋陵公主,谢混,晋陵公主 离开 谢家 : 谢混 死后 ， 刘裕 让 她 改嫁 给 琅 琊 的 王练 。,人物一 离开 谢家  人物二 死后  刘裕 改嫁 琅 琊 王练,1,
TRAIN_SENT_ID_271366,罗成,罗通,罗军 罗 成长 子 罗旭 罗成 二 子 罗俊 罗成 三子 罗道 罗成 四子 罗群 罗成 五 子 罗刚 罗成 六子 罗贵 罗成 七子 罗信 罗成 八子 罗通 罗成 九 子,罗军 罗 成长 子 罗旭 人物一 二 子 罗俊 人物一 三子 罗道 人物一 四子 罗群 人物一 五 子 罗刚 人物一 六子 罗贵 人物一 七子 罗信 人物一 八子 人物二 人物一 九 子,-1,
TRAIN_SENT_ID_279240,长孙无极,孟扶摇,天胜 二年 ， 大宛 女皇 孟扶摇 下嫁 穹苍 无极 两 国 帝君 长孙无极 ， 嫁妆 是 塔尔 国土 ， 正好 将 被 塔尔 隔开 的 穹苍 和 无极 ， 连在一起 。,天胜 二年  大宛 女皇 人物二 下嫁 穹苍 无极 两 国 帝君 人物一  嫁妆 塔尔 国土  正好 塔尔 隔开 穹苍 无极  连在一起,1,
TRAIN_SENT_ID_263827,刘嘉玲,梁朝伟,案例 ： 梁朝伟 、 刘嘉玲 豪掷 千万 买入 苏州 太湖 豪宅,案例  人物二  人物一 豪掷 千万 买入 苏州 太湖 豪宅,1,
TRAIN_SENT_ID_284258,王语嫣,段正淳,后来 因为 慕容复 击伤 段正淳 ， 段誉便 不顾 王语嫣 而 使出 ” 六脉 神剑 “ 将 慕容复 打败 。,后来 慕容复 击伤 人物二  段誉便 不顾 人物一 使出  六脉 神剑  慕容复 打败,-1,
TRAIN_SENT_ID_284311,薛葵,薛刚,此后 纪鸾英 和马 登 轻信 了 假 薛刚 （ 武刚 ） ， 被 武刚 劫走 ， 后 被 薛姣 薛葵 救回 ， 共保 庐陵 王 ， 最终 成就 灭 武兴 唐 大业 。,此后 纪鸾英 和马 登 轻信 假 人物二  武刚   武刚 劫走  薛姣 人物一 救回  共保 庐陵 王  最终 成就 灭 武兴 唐 大业,-1,
TRAIN_SENT_ID_283604,艾慧,冯巩,艾慧 比 冯巩 小 几岁 。,人物一 人物二 几岁,1,
TRAIN_SENT_ID_257289,金蛇郎君,温仪,温仪 对 金蛇郎君 改变 态度 。,人物二 人物一 改变 态度,1,
TRAIN_SENT_ID_275016,朱七七,沈浪,沈浪 为 救 朱七七 ， 暂时 离开 白飞飞 ， 白 很 是 生气 。,人物二 救 人物一  暂时 离开 白飞飞  白 生气,1,
TRAIN_SENT_ID_269099,刘德华,朱丽倩,刘德华 2011 年 11 月 28 日 凌晨 在 自己 的 官 网上 留言 ， 表示 朱丽倩 “ 有喜 ” 了 ， 并 希望 得到 粉丝 的 祝福 。,人物一  年  月  日 凌晨 官 网上 留言  表示 人物二  有喜   希望 得到 粉丝 祝福,1,
TRAIN_SENT_ID_271328,何泽慧,钱三强,中国 的 居里 夫妇 — — 钱三强 何泽慧,中国 居里 夫妇   人物二 人物一,1,
TRAIN_SENT_ID_278191,赵姨娘,贾政,贾探春 : 贾探春 ， 贾政 与 妾 赵姨娘 所 生 ， 排行 为 贾府 三 小姐 。,贾探春  贾探春  人物二 妾 人物一 生  排行 贾府 三 小姐,1,
TRAIN_SENT_ID_258007,黄睿靓,陈致中,陈致中 家族 关系 : 妻 ： 黄睿靓,人物二 家族 关系  妻  人物一,1,
TRAIN_SENT_ID_277352,樊姬,楚庄王,樊妃 冢 历史 : 樊姬 系 楚庄王 宠妃 。,樊妃 冢 历史  人物一 系 人物二 宠妃,1,
TRAIN_SENT_ID_275347,薛伯阳,薛稷,列传 第二十三 - 王圭 ・ 王焘 ・ 薛收 ・ 薛元超 ・ 薛元 敬 ・ 薛稷 ・ 薛伯阳 ・ 马周 ・ 马载 ・ 韦挺 ・ 韦待价 ・ 韦武 ・ 韦万石,列传 第二十三  王圭 ・ 王焘 ・ 薛收 ・ 薛元超 ・ 薛元 敬 ・ 人物二 ・ 人物一 ・ 马周 ・ 马载 ・ 韦挺 ・ 韦待价 ・ 韦武 ・ 韦万石,-1,
TRAIN_SENT_ID_257740,桓雄,桓因,得到 桓因 的 同意 后 ， 桓雄 率领 3000 人 降临到 太白山 ， 建立 了 “ 神市 ” 。,得到 人物二 同意  人物一 率领  降临到 太白山  建立  神市,-1,
TRAIN_SENT_ID_253802,申雪,赵宏博,2004 年 世锦赛 申雪 赵宏博 虽然 没有 再次 夺得 世锦赛 冠军 ， 但是 他们 又 留下 了 一套 让 人 惊叹 的 经典 自由滑 节目 《 胡桃夹子 》 。,年 世锦赛 人物一 人物二 没有 再次 夺得 世锦赛 冠军  留下 一套 惊叹 经典 自由滑 节目  胡桃夹子,1,
TRAIN_SENT_ID_266245,钱学森,蒋英,这天 ， 蒋英 特别 高兴 ， 为 钱学森 弹奏 了 莫扎特 的 D 大调 奏鸣曲 ， 钱学森 听得 如痴如醉 。,这天  人物二 特别 高兴  人物一 弹奏 莫扎特  大调 奏鸣曲  人物一 听得 如痴如醉,1,
TRAIN_SENT_ID_273712,范文芳,李铭顺,友情 出演 ： 范文芳 、 李铭顺 、 孙红雷 、 郭涛 、 佟丽娅 、 张晓龙 、 金志 文 、 邬倩倩 、 徐佳 、 孙桂田,友情 出演  人物一  人物二  孙红雷  郭涛  佟丽娅  张晓龙  金志 文  邬倩倩  徐佳  孙桂田,1,
TRAIN_SENT_ID_267114,公子羽,明月心,恬妮版 明月心 放弃 灵魂 ， 也 仅仅 是 为了 三个 字 的 代号 — — 公子羽 ， 这种 牺牲 是 令人 心痛 的 。,恬妮版 人物二 放弃 灵魂  仅仅 三个 字 代号   人物一  这种 牺牲 令人 心痛,1,
TRAIN_SENT_ID_275435,董祀,蔡文姬,早年 被 匈奴 掳走 ， 曹操 与 蔡邕 素来 相好 ， 见 其汉有 后嗣 ， 乃 将 蔡文姬 赎回 ， 嫁 与 屯田 郡 都尉 董祀 为妻 。,早年 匈奴 掳走  曹操 蔡邕 素来 相好  见 其汉有 后嗣  人物二 赎回  嫁 屯田 郡 都尉 人物一 为妻,1,
TRAIN_SENT_ID_278619,夏金桂,薛蟠,夏金桂 倒 是 一对 “ 难主难 奴 ” 金桂 为了 要 借 她 对付 香菱 ， 便 为 薛蟠,人物一 倒 一对  难主难 奴  金桂 对付 香菱  便 人物二,1,
TRAIN_SENT_ID_270875,姜承,欧阳倩,萧 长风 倾慕 欧阳倩 已 久 ， 但 仅仅 是 单相思 ， 因为 欧阳倩 心中 只有 姜承 。,萧 长风 倾慕 人物二 久  仅仅 单相思  人物二 心中 人物一,1,
TRAIN_SENT_ID_283429,张月亮,张铁林,6 、 张铁林 张月亮 （ 淘汰 ） （ 放弃 任务 罚时 1 小时 ， 本 第三 到达 中继站 ）,人物二 人物一  淘汰   放弃 任务 罚时  小时  第三 到达 中继站,-1,
TRAIN_SENT_ID_286042,贾敏,贾代善,贾母 ， 金陵 世勋 史侯 之女 ， 荣国公 贾代善 之妻 ， 贾赦 、 贾政 、 贾敏 之母 。,贾母  金陵 世勋 史侯 之女  荣国公 人物二 之妻  贾赦  贾政  人物一 之母,-1,
TRAIN_SENT_ID_266524,严世蕃,严嵩,贪必 好 淫 ， 淫必生 贪 ， 这话 用 在 严嵩 身上 未必 准确 ， 但用 在 严世蕃 的 身上 却 很 合适 。,贪必 淫  淫必生 贪  这话 人物二 身上 未必 准确  但用 人物一 身上 合适,-1,
TRAIN_SENT_ID_256142,蒋介石,宋美龄,他 为官 清正 、 忠诚 职守 ， 深受 蒋介石 、 宋美龄 所 器重 。,为官 清正  忠诚 职守  深受 人物一  人物二 器重,1,
TRAIN_SENT_ID_264775,张欣,潘石屹,为了 维持 婚姻 ， 张欣 决定 暂时 “ 下岗 ” ， 而 缺少 了 工作 伙伴 的 潘石屹 却 突然 不 适应 起来 ， 甚至 对 有些 事情 感觉 力不从心 。,维持 婚姻  人物一 决定 暂时  下岗   缺少 工作 伙伴 人物二 突然 适应 起来  事情 感觉 力不从心,1,
TRAIN_SENT_ID_255751,蒋介石,宋美龄,宋美龄 和 顾竹筠 在 主间 里 姐妹 情谊 ， 而 蒋介石 ， 只顾 喝 着 白水 ， 品着 佳肴 ， 想着 心事 … …,人物二 顾竹筠 主间 里 姐妹 情谊  人物一  只顾 喝 白水  品着 佳肴  想着 心事,1,
TRAIN_SENT_ID_272445,包惜弱,杨铁心,杨铁心 ， 金庸 小说 《 射雕 英雄传 》 中 的 人物 之一 ， 名将 杨再兴 之后 ， 住 在 牛家村 ， 因 被 完颜洪烈 所害 ， 流落江湖 ， 多年 后 ， 找到 包惜弱 。,人物二  金庸 小说  射雕 英雄传  中 人物  名将 杨再兴 之后  住 牛家村  完颜洪烈 所害  流落江湖  多年  找到 人物一,1,
TRAIN_SENT_ID_267111,公子羽,明月心,不久 之后 ， 在 百晓生 刻意 安排 之下 ， 公子羽 和 明月心 与其 结交 ， 并 定下 青龙 重生 之约 。,不久 之后  百晓生 刻意 安排 之下  人物一 人物二 结交  定下 青龙 重生 之约,1,
TRAIN_SENT_ID_268538,潘金莲,武大郎,"潘金莲 开店 作品简介 : 武大郎 和 武松 开 酒店 都 不 成功 , 潘金莲 开 酒店 获得 了 很大 成功 . 随之而来 的 是 事业 、 名利 等 各 方面 的 收获 。",人物一 开店 作品简介  人物二 武松 开 酒店 成功  人物一 开 酒店 获得 很大 成功  随之而来 事业  名利 方面 收获,1,
TRAIN_SENT_ID_272523,韦丛,元稹,离思 五首 创作 背景 : 元稹 的 离思 五首 ， 都 是 为了 追悼 亡妻 韦丛 而作 ， 写于 唐宪宗 元 和 四年 （ 809 年 ） 。,离思 五首 创作 背景  人物二 离思 五首  追悼 亡妻 人物一 而作  写于 唐宪宗 元 四年   年,1,
TRAIN_SENT_ID_252273,秦嘉,徐淑,书 ： 即 指 徐淑 的 《 答夫 秦嘉 书 》 。,书  指 人物二  答夫 人物一 书,1,
TRAIN_SENT_ID_272673,段延庆,段誉,最后 生死关头 ， 刀白凤 暗揭 天大 秘密 ， 原来 段誉 竟是 段延庆 的 亲生骨肉 。,最后 生死关头  刀白凤 暗揭 天大 秘密  原来 人物二 竟是 人物一 亲生骨肉,-1,
TRAIN_SENT_ID_268511,潘金莲,武大郎,对 了 ， 潘金莲 和 武大郎 至今 还 在 水浒 城卖 炊饼 呢 。,人物一 人物二 水浒 城卖 炊饼,1,
TRAIN_SENT_ID_263887,刘嘉玲,梁朝伟,为什么 梁朝伟 、 刘嘉玲 、 毕淑敏 等 名人 将 不丹 尊奉 为 “ 幸福 圣地 ” ?,人物二  人物一  毕淑敏 名人 不丹 尊奉  幸福 圣地,1,
TRAIN_SENT_ID_260370,穆桂英,杨宗保,常见 的 有 连年 有鱼 、 牧童 、 二龙戏珠 、 麒麟 送子 、 三英 占 吕布 、 西天 取经 、 老鼠 拖 葫芦 、 金狮 围 香炉 、 穆桂英 挂帅 、 杨宗保 点兵 等等 。,常见 连年 有鱼  牧童  二龙戏珠  麒麟 送子  三英 占 吕布  西天 取经  老鼠 拖 葫芦  金狮 围 香炉  人物一 挂帅  人物二 点兵,1,
TRAIN_SENT_ID_254126,霍启刚,郭晶晶,霍启刚 说 ， 为了 备战 奥运会 ， 自己 和 郭晶晶 “ 已经 有 一段时间 没见 了 ， 自己 非常 想念 她 。,人物一 说  备战 奥运会  人物二  已经 一段时间 没见  非常 想念,1,
TRAIN_SENT_ID_251244,廖仲恺,何香凝,3 成语 示例 : 何香凝 《 回忆 廖仲恺 》 ： “ 要 想 ～ ， 只有 彻底 改组 国民党 。 ”,成语 示例  人物二  回忆 人物一    想   彻底 改组 国民党,1,
TRAIN_SENT_ID_255823,蒋介石,宋美龄,宋美龄 与 蒋介石 ( 26 张 ),人物二 人物一   张,1,
TRAIN_SENT_ID_285686,宇文逊昵延,宇文莫圭,宇文普拨 → 宇文丘不勤 → 宇文莫珪 （ 宇文 莫 廆 、 宇文莫圭 ） → 宇文逊昵延 （ 宇文 悉 独官 ） → 宇文乞得龟 → 宇文逸豆归 （ 宇文 侯豆 归 ） 。,宇文普拨 → 宇文丘不勤 → 宇文莫珪  宇文 莫 廆  人物二  → 人物一  宇文 悉 独官  → 宇文乞得龟 → 宇文逸豆归  宇文 侯豆,-1,
TRAIN_SENT_ID_279402,张维,陆士嘉,20 伉俪 爱国情 深处 — — 张维 与 陆士嘉 故居,伉俪 爱国情 深处   人物一 人物二 故居,1,
TRAIN_SENT_ID_256123,蒋介石,宋美龄,蒋介石 住 “ 云 岫 ” 楼 ， 宋美龄 住 “ 松厅 ” 。,人物一 住  云 岫  楼  人物二 住  松厅,1,
TRAIN_SENT_ID_260414,穆桂英,杨宗保,谁知 穆桂英 不 听 则 罢 ， 听后 勃然大怒 ： “ 来 人 ， 把 杨宗保 给 我 推下去 ， 重打 八十 军棍 ！ ”,人物一 听 罢  听后 勃然大怒    人物二 推下去  重打 八十 军棍,1,
TRAIN_SENT_ID_272791,谢烨,顾城,谢烨 和 顾城,人物一 人物二,1,
TRAIN_SENT_ID_271569,王诗龄,李湘,在 接受 记者 采访 时 ， 李湘 表示 不 希望 王诗龄 进 演艺圈 ， 也 从来 没有 这样 的 打算 。,接受 记者 采访 时  人物二 表示 希望 人物一 进 演艺圈  从来 没有 打算,-1,
TRAIN_SENT_ID_267281,陆毅,鲍蕾,28 . 歌曲 《 幸福 家家 有 》 （ 表演者 ： 陆毅 、 鲍蕾 、 陆雨 萱 ）,歌曲  幸福 家家   表演者  人物一  人物二  陆雨 萱,1,
TRAIN_SENT_ID_266397,蔡赟,王娜,让 蔡赟 感动 的 不 只是 王娜 给 自己 精心 准备 的 一份 份 礼物 ， 更是 王娜 在 任何 时候 对 自己 的 鼓励 。,人物一 感动 人物二 精心 准备 一份 份 礼物  更是 人物二 鼓励,1,
TRAIN_SENT_ID_264351,贾环,赵姨娘,赵姨奶奶 ， 即 赵姨娘 ， 《 红楼梦 》 中 人物 ， 是 贾政之 妾 ， 贾环 和 贾探春 之母 。,赵姨奶奶  人物二   红楼梦  中 人物  贾政之 妾  人物一 贾探春 之母,-1,
TRAIN_SENT_ID_257736,桓雄,桓因,大 倧 教 的 信仰 对象 是 创造 世界 的 太阳神 桓因 、 开启 天门 的 教化 神 桓雄 、 建设 国家 的 治化 神檀君 的 三神 一体 。,倧 教 信仰 对象 创造 世界 太阳神 人物二  开启 天门 教化 神 人物一  建设 国家 治化 神檀君 三神 一体,-1,
TRAIN_SENT_ID_271771,阎婆惜,宋江,宋江 接 了 金钗 ， 不合 交 和 娼妓 阎婆惜 收 了 ， 机事不密 ， 被 阎婆惜 得知 来历 。,人物二 接 金钗  不合 交 娼妓 人物一 收  机事不密  人物一 得知 来历,1,
TRAIN_SENT_ID_252257,秦嘉,徐淑,秦嘉 赴 洛阳 时 ， 徐淑 因病 还家 ， 未能 面别 。,人物一 赴 洛阳 时  人物二 因病 还家  未能 面别,1,
TRAIN_SENT_ID_275699,韩岫岩,王近山,韩岫岩 原型 : 电视剧 《 亮剑 》 中 的 主人公 李云龙 的 原型 ， 是 原 北京军区 副司令员 王近山 。,人物一 原型  电视剧  亮剑  中 主人公 李云龙 原型  原 北京军区 副司令员 人物二,1,
TRAIN_SENT_ID_273088,杨铁心,包惜弱,祖父母 ： 杨铁心 、 包惜弱,祖父母  人物一  人物二,1,
TRAIN_SENT_ID_269746,任我行,任盈盈,想想 ， 当 令狐冲 、 任我行 、 向问天 和 任盈盈 他们 冲上 黑木崖 去 杀 东方不败 ， 却 发现 东方不败 揣着 包包 时 … …,想想  令狐冲  人物一  向问天 人物二 冲上 黑木崖 杀 东方不败  发现 东方不败 揣着 包包 时,-1,
TRAIN_SENT_ID_271427,杨云,杨威,然而 杨威 在 准备 订婚 仪式 的 过程 中 杨云 却 全然不知 。,人物二 准备 订婚 仪式 过程 中 人物一 全然不知,1,
TRAIN_SENT_ID_274975,荆天明,荆轲,荆轲 与 荆天明 从未见过 一面 。,人物二 人物一 从未见过 一面,-1,
TRAIN_SENT_ID_249998,张无忌,赵敏,这一闹 ， 赵敏 负气 出走 ， 张无忌 到处 寻找 不见 。,这一闹  人物二 负气 出走  人物一 到处 寻找 不见,1,
TRAIN_SENT_ID_256761,许婧,陈赫,哈尼 出发 吧 演唱者 : 陈赫 许婧 刘璇 王弢 文薇 王 铮亮,哈尼 出发 演唱者  人物二 人物一 刘璇 王弢 文薇 王 铮亮,1,
TRAIN_SENT_ID_273149,黄苗子,郁风,上 世纪 三十 年代 的 大 上海 ， 黄苗子 和 郁风 第一次 见面 。,世纪 三十 年代 上海  人物一 人物二 第一次 见面,1,
