sent_id,entity1,entity2,sent,processed_sent,label,sent_id.1,hard_match
TRAIN_SENT_ID_267791,万剑一,林惊羽,先后 由 斩 龙剑 的 两代 主人 万剑一 、 林惊羽 把守 。,先后 斩 龙剑 两代 主人 人物一  人物二 把守,-1,,0
TRAIN_SENT_ID_264229,陈真,霍元甲,小时候 ， 由于 陈真 身体虚弱 ， 霍元甲 认为 陈真 并 不是 练武 的 料 ， 就 没 教给 陈真 武功 之类 的 东西 。,小时候  人物一 身体虚弱  人物二 认为 人物一 练武 料  没 教给 人物一 武功 东西,-1,,0
TRAIN_SENT_ID_253168,胡青牛,胡青羊,他 得 胡青牛 救治 性命 后 ， 和 胡青牛 之妹 胡青羊 相恋 。,人物一 救治 性命  人物一 之妹 人物二 相恋,1,,0
TRAIN_SENT_ID_255313,卫夫人,王羲之,（ 词语 ） : 晋 王羲之 《 题 卫夫人 笔阵 图后 》 ： “ 每作 一点 ， 如 高峰 坠石 。 ”,词语   晋 人物二  题 人物一 笔阵 图后    每作 一点  高峰 坠石,-1,,-1
TRAIN_SENT_ID_268956,韩非,荀子,《 国学 精粹 ： 荀子 韩非 子 》 是 上海大学 出版社 2011 年 11 月 1 日 出版 的 图书 ， 由 洪镇涛 编著 。,国学 精粹  人物二 人物一 子  上海大学 出版社  年  月  日 出版 图书  洪镇涛 编著,-1,,0
TRAIN_SENT_ID_249175,皮皮鲁,鲁西西,他 笔下 的 皮皮鲁 、 鲁西西 、 罗克 及 舒克和贝塔 影响 了 中国 三代 孩子 。,笔下 人物一  人物二  罗克 舒克和贝塔 影响 中国 三代 孩子,1,,0
TRAIN_SENT_ID_267587,骆赢,骆羽,2014 年 1 月 ， 在 韩国 羽毛球 公开赛 女双 决赛 中 ， 包宜鑫 搭档 汤金华 以 2 ： 0 战胜 同胞 骆赢 / 骆羽 ， 夺得 冠军 。,年  月  韩国 羽毛球 公开赛 女双 决赛 中  包宜鑫 搭档 汤金华    战胜 同胞 人物一  人物二  夺得 冠军,1,,0
TRAIN_SENT_ID_272472,李家杰,李家诚,长子 李家杰 和 次子 李家诚 均 为 恒基 兆业 副 主席 和 中华 煤气 有限公司 董事 。,长子 人物一 次子 人物二 均 恒基 兆业 副 主席 中华 煤气 有限公司 董事,1,,0
TRAIN_SENT_ID_256924,仲由,孔子,孔子 不禁 叹 到 ： “ 神童 仲由 乃 吾师 也 ” 。,人物二 不禁 叹   神童 人物一 吾师,-1,,0
TRAIN_SENT_ID_275249,汤潮,赵本山,汤潮 向 《 真维斯 娱乐 现场 》 记者 透露 ， 赵本山 当时 言称 ： “ 你 干脆 到 我 身边 来 吧 ， 你 写歌 我 挺 喜欢 ， 要 不 你 做 我 好 朋友 。 ”,人物一  真维斯 娱乐 现场  记者 透露  人物二 当时 言称   干脆 身边  写歌 挺 喜欢  做 朋友,-1,,0
TRAIN_SENT_ID_273366,杨锐,张之洞,五 、 张之洞 营救 杨锐 的 行动,五  人物二 营救 人物一 行动,-1,,0
TRAIN_SENT_ID_257231,张子静,张爱玲,寻访 张子静 ， 再见 张爱玲,寻访 人物一  再见 人物二,1,,0
TRAIN_SENT_ID_259936,周志文,周志康,「 超级 巨声 队 」 由 孖 宝兄弟 周志文 、 周志康 上场 献唱 不了情 女曲 男唱 ， 可 有 不同 韵味 ？,超级 巨声 队  孖 宝兄弟 人物一  人物二 上场 献唱 不了情 女曲 男唱  不同 韵味,1,,0
TRAIN_SENT_ID_249002,吕洞宾,韩湘子,吕洞宾 介绍 韩湘子 到 学校 任教 ， 巧遇 离家出走 的 丽珠 ， 于是 带 她 回家 暂住 ， 与 荷 仙姑 合力 卖花 ， 自力更生 。,人物一 介绍 人物二 学校 任教  巧遇 离家出走 丽珠  带 回家 暂住  荷 仙姑 合力 卖花  自力更生,-1,,-1
TRAIN_SENT_ID_259625,季布,季心,本传除 记述 季布 、 栾布 二人 的 生平事迹 外 ， 还 记载 了 季心 和 丁公 的 事迹 。,本传除 记述 人物一  栾布 二人 生平事迹 外  记载 人物二 丁公 事迹,1,,0
TRAIN_SENT_ID_261446,毛泽建,毛泽东,2013 年 参与 高希希 执导 的 史诗 题材 剧 《 毛泽东 》 ， 在 剧中 饰演 毛泽建 。,年 参与 高希希 执导 史诗 题材 剧  人物二   剧中 饰演 人物一,1,,0
TRAIN_SENT_ID_257228,张子静,张爱玲,张子静 去 的 那天 ， 姑姑 上班 去 了 ， 张爱玲 也 不 在家 ， 家中 只有 母子 二人 ， 家里 安安静静 的 ， 原该 有 一个 柔情 涌动 的 气场 。,人物一 那天  姑姑 上班  人物二 在家  家中 母子 二人  家里 安安静静  原该 一个 柔情 涌动 气场,1,,0
TRAIN_SENT_ID_259737,李偲菘,李伟菘,《 我们 的 乐园 》 是 2011 年 安徽 文艺 出版社 出版 的 图书 ， 作者 是 李伟菘 ， 李偲菘 。,乐园   年 安徽 文艺 出版社 出版 图书  作者 人物二  人物一,1,,0
TRAIN_SENT_ID_277577,袁承志,穆人清,天外 飞龙 线 雁门关 袁承志 单挑 穆人清 天外 飞龙 1 级,天外 飞龙 线 雁门关 人物一 单挑 人物二 天外 飞龙  级,-1,,0
TRAIN_SENT_ID_275472,李汉俊,李书城,李汉俊 从 日本 回国 之初 ， 在 上海 进行 马克思主义 宣传 和 筹备 中国共产党 的 活动 ， 还 得到 了 李书城 的 前妻 甘世瑜 在经济上 的 资助 。,人物一 日本 回国 之初  上海 进行 马克思主义 宣传 筹备 中国共产党 活动  得到 人物二 前妻 甘世瑜 在经济上 资助,1,,0
TRAIN_SENT_ID_249168,皮皮鲁,鲁西西,《 皮皮鲁 与 鲁西西 》 等等 !,人物一 人物二,1,,0
TRAIN_SENT_ID_271226,和硕温恪公主,和硕敦恪公主,生一子 二女 ： 和硕 怡亲 王允祥 、 和硕温恪公主 、 和硕敦恪公主 。,生一子 二女  和硕 怡亲 王允祥  人物一  人物二,1,,0
TRAIN_SENT_ID_249182,皮皮鲁,鲁西西,一个 偶然 的 机会 ， 红 沙发 音乐 城 鲁西西 发现 了 家里 的 红 沙发 上 传出 了 悦耳 的 音乐声 ， 从此 和 皮皮鲁 保守 秘密 ， 如痴如醉 ；,一个 偶然 机会  红 沙发 音乐 城 人物二 发现 家里 红 沙发 传出 悦耳 音乐声  人物一 保守 秘密  如痴如醉,1,,1
TRAIN_SENT_ID_252896,颜回,孔子,这一 奇迹 般的 发现 ， 将 孔子 的 游兴 振至 高潮 ， 忙呼 颜回 观望 。,这一 奇迹 发现  人物二 游兴 振至 高潮  忙呼 人物一 观望,-1,,0
TRAIN_SENT_ID_250605,鲁西西,皮皮鲁,皮皮鲁 和 鲁西西 剧集 评价 : “ 这部 剧 最 吸引 我 的 是 从小 培养 善良 、 友爱 、 勇敢 、 诚实 等 优秀品质 的 正 能量 。 ”,人物二 人物一 剧集 评价   这部 剧 吸引 从小 培养 善良  友爱  勇敢  诚实 优秀品质 正 能量,1,,0
TRAIN_SENT_ID_263923,汤镇宗,汤镇业,《 极致 情感 》 主演 丁宁 合作 演员 电视剧 《 福星 临门 》 饰演 虎子 剧照 韩会亮 汤镇宗 、 汤镇业 合作 导演 蒋少华,极致 情感  主演 丁宁 合作 演员 电视剧  福星 临门  饰演 虎子 剧照 韩会亮 人物一  人物二 合作 导演 蒋少华,1,,0
TRAIN_SENT_ID_271523,孟优,孟获,孟获 之弟 孟优 的 朋友 ， 据说 是 南蛮 第一 智者 。,人物二 之弟 人物一 朋友  据说 南蛮 第一 智者,1,,0
TRAIN_SENT_ID_279129,范长利,朱绍文,沈竹善 相声 辈分 表 : 沈竹善 第一代 - - 第三代 : 张三禄 - - 朱绍文 - - 春长隆 、 冯昆治 、 范长利 、 桂祯 、 徐长福 、 沈竹善,沈竹善 相声 辈分 表  沈竹善 第一代   第三代  张三禄   人物二   春长隆  冯昆治  人物一  桂祯  徐长福  沈竹善,-1,,0
TRAIN_SENT_ID_265104,杨志刚,郭靖宇,2012 年 电视剧 《 火蓝 刀锋 》 监制 ： 郭靖宇 ， 导演 ： 张国庆 ， 主演 ： 杨志刚 、 郑凯 、 郝子铭,年 电视剧  火蓝 刀锋  监制  人物二  导演  张国庆  主演  人物一  郑凯  郝子铭,1,,0
TRAIN_SENT_ID_250367,赵飞燕,赵合德,班婕妤 为 汉成帝 妃 ， 被 赵飞燕 与 赵合德 谗害 ， 退居 冷宫 ， 后 有 诗 《 怨 歌行 》 ， 以 秋扇 为喻 抒发 被弃 之 怨情 。,班婕妤 汉成帝 妃  人物一 人物二 谗害  退居 冷宫  诗  怨 歌行   秋扇 为喻 抒发 被弃 怨情,1,,1
TRAIN_SENT_ID_252659,颜回,孔子,于是 择地 官山 的 北面 ， 创立 了 燕 居来 供奉 先圣 孔子 ， 先师 颜回 享受 配祀 ， 春秋 持菜 祀 先师 。,择地 官山 北面  创立 燕 居来 供奉 先圣 人物二  先师 人物一 享受 配祀  春秋 持菜 祀 先师,-1,,0
TRAIN_SENT_ID_252596,颜回,孔子,颜回 随 孔子 重回 帝丘 ， 途经 蒲邑 ， 又 遭到 蒲人 的 拦截 。,人物一 人物二 重回 帝丘  途经 蒲邑  遭到 蒲人 拦截,-1,,0
TRAIN_SENT_ID_249171,皮皮鲁,鲁西西,皮皮鲁 和 鲁西西 用 肥皂 订书机 成功 改写 了 历史 。,人物一 人物二 肥皂 订书机 成功 改写 历史,1,,0
TRAIN_SENT_ID_255458,罗成,秦琼,秦琼 的 好 ， 罗成 最 明白 。,人物二  人物一 明白,1,,0
TRAIN_SENT_ID_258823,张无忌,殷离,"伪装 受伤 ， 暗地 以 峨嵋 九阳 功反震 殷离 , 故意 放走 张无忌 和 蛛儿",伪装 受伤  暗地 峨嵋 九阳 功反震 人物二  故意 放走 人物一 蛛儿,1,,0
TRAIN_SENT_ID_260686,王重阳,全真七子,防御 路线 走 王重阳 ， 全真七子 相应 点灯 。,防御 路线 走 人物一  人物二 相应 点灯,-1,,0
TRAIN_SENT_ID_273650,姜子牙,元始天尊,后来 ， 姜子牙 助周灭 纣 成功 ， 奉 元始天尊 的 法旨 封神 ， 比干 被 追封 为 北斗七星 中心 的 天权 宫 “ 文 曲星君 ” 。,后来  人物一 助周灭 纣 成功  奉 人物二 法旨 封神  比干 追封 北斗七星 中心 天权 宫  文 曲星君,-1,,0
TRAIN_SENT_ID_266722,龙幽,龙溟,夜叉 族 摄政王 ， 龙溟 、 龙幽 的 舅舅 。,夜叉 族 摄政王  人物二  人物一 舅舅,1,,0
TRAIN_SENT_ID_262723,周厚恩,周厚安,育有 一男一女 ， 分别 是 周厚安 和 周厚恩 。,育有 一男一女  人物二 人物一,1,,0
TRAIN_SENT_ID_273132,包道乙,郑彪,[ 17 - 18 ] 王英 惨烈 结局 : 睦洲 之 战时 ， 方腊 派 包道乙 与 郑彪 、 夏侯成 前去 救援 。,王英 惨烈 结局  睦洲 战时  方腊 派 人物一 人物二  夏侯成 前去 救援,-1,,0
TRAIN_SENT_ID_252787,颜回,孔子,其六 ， 孔子 赞叹 颜回 一 闻师 教 就 能 立刻 去 实行 。,其六  人物二 赞叹 人物一 闻师 教 立刻 实行,-1,,0
TRAIN_SENT_ID_262227,尤二姐,尤三姐,出身 寒微 ， 全书 人物 无一 与 她 有 血缘关系 ， 尤老娘 是 她 后母 ， 尤二姐 、 尤三姐 与 她 虽称 姐妹 ， 却是 异父 异母 ， 连 贾蓉 也 非 她 亲生 。,出身 寒微  全书 人物 无一 血缘关系  尤老娘 后母  人物一  人物二 虽称 姐妹  却是 异父 异母  贾蓉 非 亲生,1,,0
TRAIN_SENT_ID_275805,石无痕,石无介,"在 苏幻儿 惊世骇俗 的 撮合 戏点 下 , 梁玉石 与 石无痕 渐生 情愫 , 而 色艺双绝 的 青楼女子 秦雨 秋 也 与 石无介 定情 一生 … …",苏幻儿 惊世骇俗 撮合 戏点  梁玉石 人物一 渐生 情愫  色艺双绝 青楼女子 秦雨 秋 人物二 定情 一生,1,,0
TRAIN_SENT_ID_251925,曹薰铉,李昌镐,第 12 届 LG 杯 第一轮 胜 李昌镐 ； 第二轮 胜 曹薰铉,届  杯 第一轮 胜 人物二  第二轮 胜 人物一,-1,,0
TRAIN_SENT_ID_250377,赵飞燕,赵合德,- 前 7 ） 即 赵合德 ， 赵飞燕 妹 。,前   人物二  人物一 妹,1,,1
TRAIN_SENT_ID_266199,李昌镐,曹薰铉,在 国际 赛场 上 先后 战胜 曹薰铉 、 李昌镐 、 李世石 等 韩国 超一流 棋手 的 他 ， 被 媒体 称为 “ 中华 英雄 ” 。,国际 赛场 先后 战胜 人物二  人物一  李世石 韩国 超一流 棋手  媒体 称为  中华 英雄,-1,,0
TRAIN_SENT_ID_274683,冯国纶,冯国经,第十一章 冯国经 、 冯国纶 的 经营 管理 哲学,第十一章 人物二  人物一 经营 管理 哲学,1,,0
TRAIN_SENT_ID_249180,皮皮鲁,鲁西西,皮皮鲁 冒着危险 ， 在 朋友 们 的 帮助 下 救出 了 被 仙人掌 老 怪 吞进 肚子 里 的 鲁西西 。,人物一 冒着危险  朋友 帮助 救出 仙人掌 老 怪 吞进 肚子 里 人物二,1,,0
TRAIN_SENT_ID_273620,马阔海,马青山,召唤 人 ： 端木燕 （ 主要 铠甲 召唤 人 ） 、 马青山 、 马阔海,召唤  端木燕  主要 铠甲 召唤   人物二  人物一,1,,0
TRAIN_SENT_ID_261652,宋小宝,赵本山,明星阵容 ： 赵本山 、 宋小宝 、 赵海燕 、 李宇春 、 萧敬腾 、 张柏芝 、 小 沈阳 、 后 街 男孩 、 SJ - M 等 。,明星阵容  人物二  人物一  赵海燕  李宇春  萧敬腾  张柏芝  沈阳  街 男孩,-1,,0
TRAIN_SENT_ID_250657,鲁西西,皮皮鲁,皮皮鲁 和 鲁西西 有 许多 好玩 的 经历 ， 都 收集 在 30 卷 《 郑渊洁 童话 全集 》 里 。,人物二 人物一 好玩 经历  收集  卷  郑渊洁 童话 全集  里,1,,0
TRAIN_SENT_ID_249216,皮皮鲁,鲁西西,他们 在 瓜国里 没有 找 鲁西西 的 笑容 ， 皮皮鲁 却 帮助 笑 不出 声儿 的 瓜民们 恢复 了 笑声 。,瓜国里 没有 找 人物二 笑容  人物一 帮助 笑 不出 声儿 瓜民们 恢复 笑声,1,,0
TRAIN_SENT_ID_274174,牧野枣,牧野遥,相关 人物 : 姐姐 ： 牧野遥 、 牧野枣,相关 人物  姐姐  人物二  人物一,1,,0
TRAIN_SENT_ID_249533,李蔡,李广,汉朝 时 ， 陇西 李氏 出 了 两位 重要 人物 ： 飞将军 李广 及其 从弟 李蔡 。,汉朝 时  陇西 李氏 出 两位 重要 人物  飞将军 人物二 从弟 人物一,1,,0
TRAIN_SENT_ID_249232,皮皮鲁,鲁西西,并且 ， 红 沙发 音乐 城帮 他们 谱写 了 课本 的 背景音乐 ， 皮皮鲁 成绩 飞速上升 ， 鲁西西 更是 锦上添花 ；,红 沙发 音乐 城帮 谱写 课本 背景音乐  人物一 成绩 飞速上升  人物二 更是 锦上添花,1,,0
TRAIN_SENT_ID_250396,赵飞燕,赵合德,皇帝 专宠 赵合德 后 ， 赵飞燕 就 在 后宫 找 男宠 。,皇帝 专宠 人物二  人物一 后宫 找 男宠,1,,0
TRAIN_SENT_ID_271533,孟优,孟获,【 全新 BOSS 】 阿会喃 、 董荼那 、 孟优 、 木鹿 大王 、 祝融 夫人 以及 西南 霸主 孟获 都 将 在 更新 之后 重装 登场 ！,全新   阿会喃  董荼那  人物一  木鹿 大王  祝融 夫人 西南 霸主 人物二 更新 之后 重装 登场,1,,0
TRAIN_SENT_ID_269497,李国豪,李香凝,李国豪 去世 后 ， 制片商 们 又 把 注意力 全部 集中 在 李香凝 — — 这位 李小龙 惟一 的 后人 身上 。,人物一 去世  制片商 注意力 集中 人物二   这位 李小龙 惟一 后人 身上,1,,0
TRAIN_SENT_ID_252632,颜回,孔子,颜回 对待 孔子 如同 曾 参 侍奉 父亲 一样 。,人物一 人物二 参 侍奉 父亲,-1,,0
TRAIN_SENT_ID_257476,姜昆,马季,调演 结束 后 ， 姜昆 如愿以偿 ， 投身 到 马季 麾下 ， 师胜杰 则 黯然 地 回到 了 北大荒 ， 继续 干 他 的 “ 农工 ” 。,调演 结束  人物一 如愿以偿  投身 人物二 麾下  师胜杰 黯然 回到 北大荒  继续 干  农工,-1,,0
TRAIN_SENT_ID_252589,颜回,孔子,孔子 赞叹 颜回 吃 的 是 一 竹筐 饭 ， 喝 的 是 一瓢 水 ， 住 在 陋巷 ， 是 一个 大 贤人 。,人物二 赞叹 人物一 吃 竹筐 饭  喝 一瓢 水  住 陋巷  一个 贤人,-1,,0
TRAIN_SENT_ID_252638,颜回,孔子,唐开元 二十七 （ 739 ） 年 ， 诏 颜回 列 孔子 左侧 配享 后 ， 即升 曾 参入 “ 十哲 ” 。,唐开元 二十七    年  诏 人物一 列 人物二 左侧 配享  即升 参入  十哲,-1,,0
TRAIN_SENT_ID_252779,颜回,孔子,祭祀 : 汉魏 以后 ， 以 周公为 先圣 ， 孔子 为 先师 ； 唐代 尊 孔子 为 先圣 ， 颜回 为 先师 。,祭祀  汉魏 以后  周公为 先圣  人物二 先师  唐代 尊 人物二 先圣  人物一 先师,-1,,0
TRAIN_SENT_ID_258123,孙少安,孙兰香,但是 他 最大 的 成就 不 在 这些 事情 上 ， 他 最大 的 成就 在于 他 “ 培养 ” 出 了 孙少安 、 孙少平 和 孙兰香 三个 优秀 的 子女 。,最大 成就 事情  最大 成就  培养  出 人物一  孙少平 人物二 三个 优秀 子女,1,,0
TRAIN_SENT_ID_261689,程英,陆无双,杨过 为何 爱 小龙女 不爱 郭襄 、 郭 芙 、 程英 、 陆无双 、 公孙绿萼 、 耶律燕 ？,杨过 爱 小龙女 不爱 郭襄  郭 芙  人物一  人物二  公孙绿萼  耶律燕,1,,0
TRAIN_SENT_ID_283833,蔡壎,蔡瑁,蔡瑁 令弟 蔡壎 前进 。,人物二 令弟 人物一 前进,1,,0
TRAIN_SENT_ID_252684,颜回,孔子,孔子 望见 颜回 攫取 其 甑 中 而 食 之 。,人物二 望见 人物一 攫取 甑 中 食,-1,,0
TRAIN_SENT_ID_257798,林平之,岳不群,令狐冲 曾以 独孤九剑 击败 田伯光 ， 刺 瞎 十五名 黑道 高手 的 双目 ， 赢过 任我行 、 冲虚道长 、 岳不群 、 林平之 。,令狐冲 曾以 独孤九剑 击败 田伯光  刺 瞎 十五名 黑道 高手 双目  赢过 任我行  冲虚道长  人物二  人物一,-1,,0
TRAIN_SENT_ID_264668,柳承莞,柳承范,《 冰上 交易 》 是 2010 年 上映 的 韩国 电影 ， 由 柳承莞 执导 ， 黄政民 ， 柳承范 等 主演 。,冰上 交易   年 上映 韩国 电影  人物一 执导  黄政民  人物二 主演,1,,0
TRAIN_SENT_ID_271223,和硕温恪公主,和硕敦恪公主,入宫 年岁 不详 ， 生一子 二女 ： 和硕 怡 亲王 胤 祥 、 和硕温恪公主 、 和硕敦恪公主 。,入宫 年岁 不详  生一子 二女  和硕 怡 亲王 胤 祥  人物一  人物二,1,,0
TRAIN_SENT_ID_249174,皮皮鲁,鲁西西,为 上海 美术电影 厂 、 中央电视台 设计 动画片 《 老鼠 嫁女 》 ， 《 金元国 历险记 》 ， 《 皮皮鲁 和 鲁西西 》 的 人物造型 。,上海 美术电影 厂  中央电视台 设计 动画片  老鼠 嫁女    金元国 历险记    人物一 人物二  人物造型,1,,0
TRAIN_SENT_ID_252675,颜回,孔子,： 颜回 对待 孔子 如同 曾 参 侍奉 父亲 一样 。,人物一 人物二 参 侍奉 父亲,-1,,0
TRAIN_SENT_ID_253024,颜回,孔子,3 历史 评价 : 鱼豢 曰 ： 昔 孔子 叹 颜回 ， 以为 三月 不违 仁者 ， 盖观 其 心耳 ， 孰如孙 、 祝 菜色 於 市里 ， 颠倒 於 牢狱 ， 据 有 实事 哉 ？,历史 评价  鱼豢 曰  昔 人物二 叹 人物一  三月 不违 仁者  盖观 心耳  孰如孙  祝 菜色 於 市里  颠倒 於 牢狱  实事,-1,,0
TRAIN_SENT_ID_254287,张顺,张横,张横 道 ： “ 小弟 是 张顺 。,人物二 道   小弟 人物一,1,,0
TRAIN_SENT_ID_266675,邓鸣贺,邓鸣璐,表演者 ： 邓鸣贺 、 邓鸣璐 、 中国舞蹈家协会 南方 舞蹈 学校,表演者  人物一  人物二  中国舞蹈家协会 南方 舞蹈 学校,1,,-1
TRAIN_SENT_ID_268907,司徒静,司徒剑南,司徒剑南 和 文蔷 被 抓 回宫 ， 司徒 家 心急如焚 ， 陈林 向 司徒静 解释 朱允 暗中 已有 安排 ， 司徒静 心存 感激 。,人物二 文蔷 抓 回宫  司徒 家 心急如焚  陈林 人物一 解释 朱允 暗中 已有 安排  人物一 心存 感激,1,,0
TRAIN_SENT_ID_252953,颜回,孔子,姜全来 成就 及 荣誉 : 主要 作品 有 《 关公 辞 曹 》 、 《 豆叶 黄 》 、 《 张公 赶子 》 、 《 重泣 回 》 、 《 孔子 泣 颜回 》 等 ， 带徒 授艺 数名 。,姜全来 成就 荣誉  主要 作品  关公 辞 曹    豆叶 黄    张公 赶子    重泣 回    人物二 泣 人物一   带徒 授艺 数名,-1,,0
TRAIN_SENT_ID_271526,孟优,孟获,毒气 泉 历史 研究 : 毒气 泉 原著 场景 : 诸葛亮 四擒四放 孟获 后 ， 毒气 泉 孟获 与其 弟 孟优 逃 到 西洱河 畔 的 秃 龙洞 。,毒气 泉 历史 研究  毒气 泉 原著 场景  诸葛亮 四擒四放 人物二  毒气 泉 人物二 弟 人物一 逃 西洱河 畔 秃 龙洞,1,,0
TRAIN_SENT_ID_249093,吕洞宾,韩湘子,韩湘子 吹玉 萧 ， 吕洞宾 击 云板 ( 简板 ) ， 钟离权 拍 渔鼓 应节 而歌 。,人物二 吹玉 萧  人物一 击 云板  简板   钟离权 拍 渔鼓 应节 而歌,-1,,0
TRAIN_SENT_ID_269561,步鹰,燕双鹰,9 月 12 日 执导 由 张子健 、 苑冉 、 曲栅栅 主演 的 动作 悬疑剧 《 大漠 枪神 》 （ 《 英雄 》 翻版 ， 燕双鹰 系列 第五部 ， 并 在 剧中 饰演 步鹰 。,月  日 执导 张子健  苑冉  曲栅栅 主演 动作 悬疑剧  大漠 枪神    英雄  翻版  人物二 系列 第五部  剧中 饰演 人物一,-1,,0
TRAIN_SENT_ID_249270,皮皮鲁,鲁西西,丛书 名 : 皮皮鲁 总动员 / 鲁西西 系列,丛书 名  人物一 总动员  人物二 系列,1,,0
TRAIN_SENT_ID_283519,奚拔,奚和观,奚拔 ， 奚和观 弟 也 。,人物一  人物二 弟,1,,0
TRAIN_SENT_ID_252621,颜回,孔子,孔子 称赞 颜回 是 一个 贤德 的 人 ， 他 过 着 箪食瓢饮 的 俭朴 生活 ， 身处 陋巷 ， 别人 不堪其忧 ， 他 却 视此 为 真正 的 快乐 ， 只有 他 能 担当 大 任 。,人物二 称赞 人物一 一个 贤德  箪食瓢饮 俭朴 生活  身处 陋巷  不堪其忧  视此 真正 快乐  担当,-1,,0
TRAIN_SENT_ID_266166,李昌镐,曹薰铉,依田纪基 拿到 五 连胜 ， 但 韩国 徐奉洙 也 取得 四 连胜 佳绩 ， 虽然 武宫正树 赢下 曹薰铉 ， 但 还是 未能 过 李昌镐 这 最后 一关 。,依田纪基 拿到 五 连胜  韩国 徐奉洙 取得 四 连胜 佳绩  武宫正树 赢下 人物二  未能 人物一 最后 一关,-1,,0
TRAIN_SENT_ID_260729,薛丁山,薛金莲,薛金莲 影视作品 : 《 薛丁山 征西 》 杨盼盼 饰,人物二 影视作品   人物一 征西  杨盼盼 饰,1,,0
TRAIN_SENT_ID_264401,曾国潢,曾国藩,曾国藩 之 侄 、 曾国潢 之子 曾纪梁 挽 ：,人物二 侄  人物一 之子 曾纪梁 挽,1,,0
TRAIN_SENT_ID_260735,薛丁山,薛金莲,根据 民间传说 描述 ： 薛丁山 与 胞妹 薛金莲 为 双胞胎 ， 为 薛仁贵 元配 柳 金花 亲生 。,民间传说 描述  人物一 胞妹 人物二 双胞胎  薛仁贵 元配 柳 金花 亲生,1,,0
TRAIN_SENT_ID_249161,皮皮鲁,鲁西西,完形填空 Monday 皮皮鲁 和 鲁西西 之 父 — — 郑渊洁,完形填空  人物一 人物二 父   郑渊洁,1,,0
TRAIN_SENT_ID_258153,刘星,夏雪,不过 夏雪 拿不定 主意 要 拿出 什么 来 义卖 ， 刘星 和 夏雨 刺探 了 半天 也 没有 收获 。,人物二 拿不定 主意 拿出 义卖  人物一 夏雨 刺探 半天 没有 收获,1,,0
TRAIN_SENT_ID_252800,颜回,孔子,颜回 虽然 对 老师 言听计从 ， 但 在 孔子 心目 中 ， 最 忠心耿耿 的 ， 却是 这个 一再 和 自己 过不去 的 子路 。,人物一 老师 言听计从  人物二 心目 中  忠心耿耿  却是 一再 过不去 子路,-1,,0
TRAIN_SENT_ID_252468,颜回,孔子,《 吕氏春秋 · 慎人 》 ： “ 孔子 弦歌 於 室 ， 颜回 择菜 於 外 。 ”,吕氏春秋  慎人    人物二 弦歌 於 室  人物一 择菜 於 外,-1,,0
TRAIN_SENT_ID_269408,刘伟,马季,由 马季 先生 和 他 的 搭档 刘伟 合说 一段 《 找 名牌 》 。,人物二 先生 搭档 人物一 合说 一段  找 名牌,-1,,0
TRAIN_SENT_ID_267532,扈成,扈三娘,小说 作者 将 扈成 与 “ 一丈 青 ” 扯 上 了 关系 ， 因此 才 有 了 “ 扈三娘 ” 的 名字 。,小说 作者 人物一  一丈 青  扯 关系   人物二  名字,1,,0
TRAIN_SENT_ID_267449,唐继虞,唐继尧,王洁修 及习 自强 与 唐继虞 友好 甚笃 ， 三人 结为 金兰 ， 从而 成为 唐继尧 的 心腹 将领 。,王洁修 及习 自强 人物一 友好 甚笃  三人 结为 金兰  成为 人物二 心腹 将领,1,,0
TRAIN_SENT_ID_253102,颜回,孔子,宣城县 文庙 奉祀 官 陈 蔡 ， 廉洁奉公 ， 清贫 自 守 ， 任职 多年 ， 家徒四壁 ， 病故 后 ， 包直 撰 挽联 云 ： “ 寿比 孔子 多 二岁 ， 家似 颜回 少 一瓢 。 ”,宣城县 文庙 奉祀 官 陈 蔡  廉洁奉公  清贫 守  任职 多年  家徒四壁  病故  包直 撰 挽联 云   寿比 人物二 二岁  家似 人物一 少 一瓢,-1,,0
TRAIN_SENT_ID_266145,李昌镐,曹薰铉,2002 年 第 3 届 农心杯 胜 曹薰铉 ； 负 李昌镐,年  届 农心杯 胜 人物二  负 人物一,-1,,0
TRAIN_SENT_ID_261691,程英,陆无双,纯净 的 小龙女 、 刁蛮 无理 的 郭 芙 、 爽朗 活泼 的 郭襄 、 理智 优雅 的 程英 、 泼辣 的 陆无双 、 痴情 的 公孙绿萼 都 深恋 着 杨过 。,纯净 小龙女  刁蛮 无理 郭 芙  爽朗 活泼 郭襄  理智 优雅 人物一  泼辣 人物二  痴情 公孙绿萼 深恋 杨过,1,,0
TRAIN_SENT_ID_257509,姜昆,马季,主持人 ： 王景愚 、 刘晓庆 、 姜昆 、 马季,主持人  王景愚  刘晓庆  人物一  人物二,-1,,0
TRAIN_SENT_ID_249132,皮皮鲁,鲁西西,3 月 ， 阔别 歌坛 7 年 的 阿雅 推出 单曲 《 皮皮鲁 和 鲁西西 》 ， 同年 携 自传 《 变形 纪之找 自己 》 于 6 月 发行 。,月  阔别 歌坛  年 阿雅 推出 单曲  人物一 人物二   同年 携 自传  变形 纪之找   月 发行,1,,0
